"Data","DataType","PostID","_type"
"105000","BaseSalary","301051","AjaxItem"
"Software Engineer","Title","301051","AjaxItem"
"0-20%","YearlyBonus","301117","AjaxItem"
"45000","SignBonus","301117","AjaxItem"
"based on performance","YearlyBonus","299171","AjaxItem"
"90 shares","Equity","299171","AjaxItem"
"36K, 28K","SignBonus","299171","AjaxItem"
"130K","BaseSalary","299171","AjaxItem"
"SDE I","Title","299171","AjaxItem"
"target of 5%, paid quarterly","YearlyBonus","299220","AjaxItem"
"0","SignBonus","299220","AjaxItem"
"0","Equity","299220","AjaxItem"
"83,000","BaseSalary","299220","AjaxItem"
"Process Engineer","Title","299220","AjaxItem"
"15%","YearlyBonus","236230","AjaxItem"
"25000","SignBonus","236230","AjaxItem"
"4000 rsu","Equity","236230","AjaxItem"
"123000","BaseSalary","236230","AjaxItem"
"Application Engineer","Title","236230","AjaxItem"
"20%","YearlyBonus","289211","AjaxItem"
"20000","SignBonus","289211","AjaxItem"
"30000","Equity","289211","AjaxItem"
"125500","BaseSalary","289211","AjaxItem"
"61","Title","289211","AjaxItem"
"N/A","YearlyBonus","298826","AjaxItem"
"15%","YearlyBonus","291590","AjaxItem"
"40k","SignBonus","291590","AjaxItem"
"355k","Equity","291590","AjaxItem"
"145k","BaseSalary","291590","AjaxItem"
"Quantitative Analyst/Data Scientist","Title","291590","AjaxItem"
"15000 * KPI Factor","YearlyBonus","168372","AjaxItem"
"N/A","SignBonus","168372","AjaxItem"
"N/A","Equity","168372","AjaxItem"
"105000","BaseSalary","168372","AjaxItem"
"Software Developer","Title","168372","AjaxItem"
"15%","YearlyBonus","298953","AjaxItem"
"35k","SignBonus","298953","AjaxItem"
"150k","Equity","298953","AjaxItem"
"115k","BaseSalary","298953","AjaxItem"
"new grad","Title","298953","AjaxItem"
"15%","YearlyBonus","299017","AjaxItem"
"1w","SignBonus","299017","AjaxItem"
"11w","Equity","299017","AjaxItem"
"13w","BaseSalary","299017","AjaxItem"
"3","Title","299017","AjaxItem"
"10% based on company and individual performance","YearlyBonus","182316","AjaxItem"
"12500","SignBonus","182316","AjaxItem"
"80k for 3 years","Equity","182316","AjaxItem"
"NA","YearlyBonus","297092","AjaxItem"
"67000","SignBonus","297092","AjaxItem"
"65000","Equity","297092","AjaxItem"
"112000","BaseSalary","297092","AjaxItem"
"sde1","Title","297092","AjaxItem"
"N/A","YearlyBonus","289287","AjaxItem"
"26k*2","SignBonus","289287","AjaxItem"
"65k","Equity","289287","AjaxItem"
"108k","BaseSalary","289287","AjaxItem"
"SDE1","Title","289287","AjaxItem"
"10%","YearlyBonus","296171","AjaxItem"
"55k","SignBonus","296171","AjaxItem"
"150k","Equity","296171","AjaxItem"
"116k","BaseSalary","296171","AjaxItem"
"SDE I","Title","296171","AjaxItem"
"Forgot","YearlyBonus","291252","AjaxItem"
"35k","SignBonus","291252","AjaxItem"
"120k","Equity","291252","AjaxItem"
"108k","BaseSalary","291252","AjaxItem"
"SDE","Title","291252","AjaxItem"
"std","YearlyBonus","289804","AjaxItem"
"40k","SignBonus","289804","AjaxItem"
"70k","Equity","289804","AjaxItem"
"???","YearlyBonus","296243","AjaxItem"
"36k + 31k","SignBonus","296243","AjaxItem"
"65000","Equity","296243","AjaxItem"
"112k","BaseSalary","296243","AjaxItem"
"SDE1","Title","296243","AjaxItem"
"10%","YearlyBonus","288901","AjaxItem"
"50k","SignBonus","288901","AjaxItem"
"300k","Equity","288901","AjaxItem"
"155k","BaseSalary","288901","AjaxItem"
"Software Engineer","Title","288901","AjaxItem"
"15%","YearlyBonus","216730","AjaxItem"
"no","SignBonus","216730","AjaxItem"
"100k RSU","Equity","216730","AjaxItem"
"145k","BaseSalary","216730","AjaxItem"
"Research Scientist","Title","216730","AjaxItem"
"约一个月工资","YearlyBonus","223766","AjaxItem"
"0","SignBonus","223766","AjaxItem"
"四千多股","Equity","223766","AjaxItem"
"比谷歌/亚麻的应届生要高一万左右。","BaseSalary","223766","AjaxItem"
"Software Engineer 2","Title","223766","AjaxItem"
"10%","YearlyBonus","289005","AjaxItem"
"small or none, forgot","SignBonus","289005","AjaxItem"
"$150k","Equity","289005","AjaxItem"
"140k","BaseSalary","289005","AjaxItem"
"普通","Title","289005","AjaxItem"
"16%","YearlyBonus","295777","AjaxItem"
"25000","SignBonus","295777","AjaxItem"
"no","Equity","295777","AjaxItem"
"90000","BaseSalary","295777","AjaxItem"
"senior data analyst","Title","295777","AjaxItem"
"20%","YearlyBonus","294792","AjaxItem"
"75k","SignBonus","294792","AjaxItem"
"150k","Equity","294792","AjaxItem"
"108k","BaseSalary","294792","AjaxItem"
"entry","Title","294792","AjaxItem"
"40k","YearlyBonus","287062","AjaxItem"
"0","SignBonus","287062","AjaxItem"
"7000","Equity","287062","AjaxItem"
"140k","BaseSalary","287062","AjaxItem"
"16%","YearlyBonus","292823","AjaxItem"
"25k","SignBonus","292823","AjaxItem"
"20k/year","Equity","292823","AjaxItem"
"145k","BaseSalary","292823","AjaxItem"
"SDE III","Title","292823","AjaxItem"
"performance based stock","YearlyBonus","213151","AjaxItem"
"25k","SignBonus","213151","AjaxItem"
"2150 RSU (hr报的时候按照$105/share给的估值)","Equity","213151","AjaxItem"
"125k","BaseSalary","213151","AjaxItem"
"entry","Title","213151","AjaxItem"
"0","YearlyBonus","289226","AjaxItem"
"0","SignBonus","289226","AjaxItem"
"57","Equity","289226","AjaxItem"
"155k","BaseSalary","289226","AjaxItem"
"sde","Title","289226","AjaxItem"
"15%","YearlyBonus","294627","AjaxItem"
"5k","SignBonus","294627","AjaxItem"
"n/a","Equity","294627","AjaxItem"
"125k","BaseSalary","294627","AjaxItem"
"10","YearlyBonus","293363","AjaxItem"
"0","SignBonus","293363","AjaxItem"
"0","Equity","293363","AjaxItem"
"110000","BaseSalary","293363","AjaxItem"
"Software Engineer","Title","293363","AjaxItem"
"0-20%","YearlyBonus","293207","AjaxItem"
"25000","SignBonus","293207","AjaxItem"
"50000","Equity","293207","AjaxItem"
"140000","BaseSalary","293207","AjaxItem"
"SDE2","Title","293207","AjaxItem"
"0","YearlyBonus","293374","AjaxItem"
"48k","SignBonus","293374","AjaxItem"
"65k","Equity","293374","AjaxItem"
"108k","BaseSalary","293374","AjaxItem"
"SDE I","Title","293374","AjaxItem"
"0","YearlyBonus","201599","AjaxItem"
"0","SignBonus","201599","AjaxItem"
"0","Equity","201599","AjaxItem"
"80/hr","BaseSalary","201599","AjaxItem"
"Software engineer","Title","201599","AjaxItem"
"10%","YearlyBonus","285298","AjaxItem"
"10k","SignBonus","285298","AjaxItem"
"140k","Equity","285298","AjaxItem"
"140k","BaseSalary","285298","AjaxItem"
"N/A","Title","285298","AjaxItem"
"0","YearlyBonus","290916","AjaxItem"
"0","SignBonus","290916","AjaxItem"
"10000","Equity","290916","AjaxItem"
"85000","BaseSalary","290916","AjaxItem"
"Marketing Operations Analyst","Title","290916","AjaxItem"
"10%","YearlyBonus","291689","AjaxItem"
"20k","SignBonus","291689","AjaxItem"
"100k","Equity","291689","AjaxItem"
"115k","BaseSalary","291689","AjaxItem"
"new grade","Title","291689","AjaxItem"
"10%","YearlyBonus","289850","AjaxItem"
"30k","SignBonus","289850","AjaxItem"
"230k","Equity","289850","AjaxItem"
"140k","BaseSalary","289850","AjaxItem"
"Software Engineer","Title","289850","AjaxItem"
"BASED ON PERFORMANCE","YearlyBonus","292044","AjaxItem"
"0~20%","YearlyBonus","280747","AjaxItem"
"50k","SignBonus","280747","AjaxItem"
"100k","Equity","280747","AjaxItem"
"130k","BaseSalary","280747","AjaxItem"
"Software Engineer II","Title","280747","AjaxItem"
"0","YearlyBonus","280841","AjaxItem"
"42000","SignBonus","280841","AjaxItem"
"140","Equity","280841","AjaxItem"
"145000","BaseSalary","280841","AjaxItem"
"SDEII","Title","280841","AjaxItem"
"0","YearlyBonus","216911","AjaxItem"
"31000 + 23000","SignBonus","216911","AjaxItem"
"96","Equity","216911","AjaxItem"
"112500","BaseSalary","216911","AjaxItem"
"SDEI","Title","216911","AjaxItem"
"不知道","YearlyBonus","287559","AjaxItem"
"0（我惊呆了）","SignBonus","287559","AjaxItem"
"160k","Equity","287559","AjaxItem"
"130k","BaseSalary","287559","AjaxItem"
"software engineer","Title","287559","AjaxItem"
"15% target","YearlyBonus","191821","AjaxItem"
"$30k","SignBonus","191821","AjaxItem"
"15","YearlyBonus","192616","AjaxItem"
"N/A","SignBonus","192616","AjaxItem"
"1000股","Equity","192616","AjaxItem"
"125k","BaseSalary","192616","AjaxItem"
"Staff Software Engineer","Title","192616","AjaxItem"
"170K","YearlyBonus","182056","AjaxItem"
"30K","SignBonus","182056","AjaxItem"
"0","Equity","182056","AjaxItem"
"150K","BaseSalary","182056","AjaxItem"
"Quant","Title","182056","AjaxItem"
"30000","YearlyBonus","278907","AjaxItem"
"20000","SignBonus","278907","AjaxItem"
"2800","Equity","278907","AjaxItem"
"140000","BaseSalary","278907","AjaxItem"
"C3","Title","278907","AjaxItem"
"10%","YearlyBonus","289941","AjaxItem"
"30k","SignBonus","289941","AjaxItem"
"250k","Equity","289941","AjaxItem"
"10","YearlyBonus","288191","AjaxItem"
"0","SignBonus","288191","AjaxItem"
"93K","Equity","288191","AjaxItem"
"160K","BaseSalary","288191","AjaxItem"
"senior","Title","288191","AjaxItem"
"0","YearlyBonus","288189","AjaxItem"
"0","SignBonus","288189","AjaxItem"
"300K","Equity","288189","AjaxItem"
"165K","BaseSalary","288189","AjaxItem"
"senior","Title","288189","AjaxItem"
"10%","YearlyBonus","289222","AjaxItem"
"15,000","SignBonus","289222","AjaxItem"
"25,000","Equity","289222","AjaxItem"
"110,000","BaseSalary","289222","AjaxItem"
"SDE","Title","289222","AjaxItem"
"20%?","YearlyBonus","287623","AjaxItem"
"10k","SignBonus","287623","AjaxItem"
"300k","Equity","287623","AjaxItem"
"10%","YearlyBonus","279062","AjaxItem"
"40000","SignBonus","279062","AjaxItem"
"75000","Equity","279062","AjaxItem"
"128000","BaseSalary","279062","AjaxItem"
"61","Title","279062","AjaxItem"
"0","YearlyBonus","288109","AjaxItem"
"12000 + 15000","SignBonus","288109","AjaxItem"
"63000","Equity","288109","AjaxItem"
"98000","BaseSalary","288109","AjaxItem"
"SDE1","Title","288109","AjaxItem"
"15% (Target)","YearlyBonus","288651","AjaxItem"
"30000","SignBonus","288651","AjaxItem"
"240","Equity","288651","AjaxItem"
"120000","BaseSalary","288651","AjaxItem"
"SWE","Title","288651","AjaxItem"
"5%","YearlyBonus","288654","AjaxItem"
"0","SignBonus","288654","AjaxItem"
"0","Equity","288654","AjaxItem"
"14000","BaseSalary","288654","AjaxItem"
"Sr. Consultant","Title","288654","AjaxItem"
"determined at the end of first year","YearlyBonus","276645","AjaxItem"
"0","YearlyBonus","287715","AjaxItem"
"20K","SignBonus","287715","AjaxItem"
"50K","Equity","287715","AjaxItem"
"130K","BaseSalary","287715","AjaxItem"
"SDE-1","Title","287715","AjaxItem"
"0-20%","YearlyBonus","280475","AjaxItem"
"10k","SignBonus","280475","AjaxItem"
"20k","Equity","280475","AjaxItem"
"115k","BaseSalary","280475","AjaxItem"
"60","Title","280475","AjaxItem"
"no","YearlyBonus","206654","AjaxItem"
"55k","SignBonus","206654","AjaxItem"
"90","Equity","206654","AjaxItem"
"120k","BaseSalary","206654","AjaxItem"
"SDE2","Title","206654","AjaxItem"
"depends","YearlyBonus","172362","AjaxItem"
"42000","SignBonus","172362","AjaxItem"
"0","Equity","172362","AjaxItem"
"$125000","BaseSalary","172362","AjaxItem"
"Quantitative Analyst","Title","172362","AjaxItem"
"0","YearlyBonus","166230","AjaxItem"
"0","SignBonus","166230","AjaxItem"
"2000/2years","Equity","166230","AjaxItem"
"160","BaseSalary","166230","AjaxItem"
"senior software engineer","Title","166230","AjaxItem"
"15%","YearlyBonus","269836","AjaxItem"
"NA","SignBonus","269836","AjaxItem"
"50k/4years","Equity","269836","AjaxItem"
"150k","BaseSalary","269836","AjaxItem"
"senior","Title","269836","AjaxItem"
"10%","YearlyBonus","285247","AjaxItem"
"100000","SignBonus","285247","AjaxItem"
"300000","Equity","285247","AjaxItem"
"160000","BaseSalary","285247","AjaxItem"
"E4","Title","285247","AjaxItem"
"don't know yet","YearlyBonus","286259","AjaxItem"
"30k + 38k","SignBonus","286259","AjaxItem"
"120","Equity","286259","AjaxItem"
"145k","BaseSalary","286259","AjaxItem"
"未知","YearlyBonus","231092","AjaxItem"
"未知","Equity","231092","AjaxItem"
"未知","SignBonus","231092","AjaxItem"
"未知","BaseSalary","231092","AjaxItem"
"mid level","Title","231092","AjaxItem"
"10%","YearlyBonus","285670","AjaxItem"
"10k","SignBonus","285670","AjaxItem"
"10k","Equity","285670","AjaxItem"
"100000","BaseSalary","285670","AjaxItem"
"SDE","Title","285670","AjaxItem"
"N/A","YearlyBonus","280675","AjaxItem"
"60k + 47k","SignBonus","280675","AjaxItem"
"160","Equity","280675","AjaxItem"
"145k","BaseSalary","280675","AjaxItem"
"SDE2","Title","280675","AjaxItem"
"no","YearlyBonus","269938","AjaxItem"
"30k + 23k","SignBonus","269938","AjaxItem"
"117k","BaseSalary","269938","AjaxItem"
"90share","Equity","269938","AjaxItem"
"SDE1","Title","269938","AjaxItem"
"0","YearlyBonus","286107","AjaxItem"
"0-20%","YearlyBonus","282001","AjaxItem"
"1.5W","SignBonus","282001","AjaxItem"
"2W","Equity","282001","AjaxItem"
"11.5W","BaseSalary","282001","AjaxItem"
"60","Title","282001","AjaxItem"
"","YearlyBonus","283130","AjaxItem"
"","SignBonus","283130","AjaxItem"
"","Equity","283130","AjaxItem"
"","BaseSalary","283130","AjaxItem"
"","Title","283130","AjaxItem"
"avg 110k","YearlyBonus","226050","AjaxItem"
"no","SignBonus","226050","AjaxItem"
"520k","Equity","226050","AjaxItem"
"170k","BaseSalary","226050","AjaxItem"
"senior","Title","226050","AjaxItem"
"","YearlyBonus","283431","AjaxItem"
"","SignBonus","283431","AjaxItem"
"","Equity","283431","AjaxItem"
"","BaseSalary","283431","AjaxItem"
"","Title","283431","AjaxItem"
"16%","YearlyBonus","213818","AjaxItem"
"25000","SignBonus","213818","AjaxItem"
"NA","YearlyBonus","282402","AjaxItem"
"5000","SignBonus","282402","AjaxItem"
"500000","Equity","282402","AjaxItem"
"165000","BaseSalary","282402","AjaxItem"
"Senior Engineer","Title","282402","AjaxItem"
"15%","YearlyBonus","282043","AjaxItem"
"30000","SignBonus","282043","AjaxItem"
"300000","Equity","282043","AjaxItem"
"160000","BaseSalary","282043","AjaxItem"
"E4","Title","282043","AjaxItem"
"0","YearlyBonus","282500","AjaxItem"
"50000","SignBonus","282500","AjaxItem"
"8","Equity","282500","AjaxItem"
"110","BaseSalary","282500","AjaxItem"
"sde","Title","282500","AjaxItem"
"n/a","YearlyBonus","282606","AjaxItem"
"72k/2years","SignBonus","282606","AjaxItem"
"0 - 20%","YearlyBonus","279810","AjaxItem"
"18k+17k","SignBonus","279810","AjaxItem"
"75k","Equity","279810","AjaxItem"
"115k","BaseSalary","279810","AjaxItem"
"SDE","Title","279810","AjaxItem"
"0~20","YearlyBonus","235309","AjaxItem"
"N/A","SignBonus","235309","AjaxItem"
"10K","Equity","235309","AjaxItem"
"115000","BaseSalary","235309","AjaxItem"
"60","Title","235309","AjaxItem"
"10%","YearlyBonus","280367","AjaxItem"
"$30K","SignBonus","280367","AjaxItem"
"$300K","Equity","280367","AjaxItem"
"$150K","BaseSalary","280367","AjaxItem"
"E4","Title","280367","AjaxItem"
"20k","YearlyBonus","280160","AjaxItem"
"0","SignBonus","280160","AjaxItem"
"2560","Equity","280160","AjaxItem"
"115k","BaseSalary","280160","AjaxItem"
"SDE","Title","280160","AjaxItem"
"15%","YearlyBonus","279221","AjaxItem"
"50k","SignBonus","279221","AjaxItem"
"530","Equity","279221","AjaxItem"
"155k","BaseSalary","279221","AjaxItem"
"T4","Title","279221","AjaxItem"
"up to 20%","YearlyBonus","273293","AjaxItem"
"40000","SignBonus","273293","AjaxItem"
"75000","Equity","273293","AjaxItem"
"130000","BaseSalary","273293","AjaxItem"
"61","Title","273293","AjaxItem"
"15%","YearlyBonus","278761","AjaxItem"
"50000 用fb的offer match的","SignBonus","278761","AjaxItem"
"140","Equity","278761","AjaxItem"
"105000","BaseSalary","278761","AjaxItem"
"L3","Title","278761","AjaxItem"
"20%","YearlyBonus","278555","AjaxItem"
"没有Bonus","SignBonus","278555","AjaxItem"
"没有Equity，只给LTIP（基本上就是cash bonus）","Equity","278555","AjaxItem"
"145000","BaseSalary","278555","AjaxItem"
"don't know","YearlyBonus","229772","AjaxItem"
"50k","SignBonus","229772","AjaxItem"
"100k","Equity","229772","AjaxItem"
"140k","BaseSalary","229772","AjaxItem"
"lv5 (research scientist II)","Title","229772","AjaxItem"
"0","YearlyBonus","207591","AjaxItem"
"23000+17000","SignBonus","207591","AjaxItem"
"65 unite","Equity","207591","AjaxItem"
"90000","BaseSalary","207591","AjaxItem"
"Downgraded from Level 5 to level 4","Title","207591","AjaxItem"
"none","YearlyBonus","278027","AjaxItem"
"88K+64K","SignBonus","278027","AjaxItem"
"200K","Equity","278027","AjaxItem"
"155K","BaseSalary","278027","AjaxItem"
"level 5","Title","278027","AjaxItem"
"it depends","YearlyBonus","277417","AjaxItem"
"4.5 + 3.5","SignBonus","277417","AjaxItem"
"130","Equity","277417","AjaxItem"
"145000","BaseSalary","277417","AjaxItem"
"SDE2","Title","277417","AjaxItem"
"7.5%","YearlyBonus","278405","AjaxItem"
"30k first year. 20k second year","SignBonus","278405","AjaxItem"
"11800","Equity","278405","AjaxItem"
"15%","YearlyBonus","275744","AjaxItem"
"15k","SignBonus","275744","AjaxItem"
"200k","Equity","275744","AjaxItem"
"175k","BaseSalary","275744","AjaxItem"
"e5","Title","275744","AjaxItem"
"8800","YearlyBonus","185811","AjaxItem"
"0","SignBonus","185811","AjaxItem"
"0","Equity","185811","AjaxItem"
"79200","BaseSalary","185811","AjaxItem"
"junior developer","Title","185811","AjaxItem"
"HR说表现正常的话能有相当于9万多的RSU 没有cash","YearlyBonus","274868","AjaxItem"
"12000","SignBonus","274868","AjaxItem"
"3500 shares","Equity","274868","AjaxItem"
"163000","BaseSalary","274868","AjaxItem"
"SDE2","Title","274868","AjaxItem"
"45000","YearlyBonus","276865","AjaxItem"
"N/A","SignBonus","276865","AjaxItem"
"0","Equity","276865","AjaxItem"
"185000","BaseSalary","276865","AjaxItem"
"Senior","Title","276865","AjaxItem"
"15%","YearlyBonus","190026","AjaxItem"
"50K","SignBonus","190026","AjaxItem"
"250K","Equity","190026","AjaxItem"
"159K","BaseSalary","190026","AjaxItem"
"63","Title","190026","AjaxItem"
"unknown","YearlyBonus","207837","AjaxItem"
"18.5k+18.5k","SignBonus","207837","AjaxItem"
"65k","Equity","207837","AjaxItem"
"114k","BaseSalary","207837","AjaxItem"
"sde1","Title","207837","AjaxItem"
"10%","YearlyBonus","216083","AjaxItem"
"100k","SignBonus","216083","AjaxItem"
"300k","Equity","216083","AjaxItem"
"155k","BaseSalary","216083","AjaxItem"
"E4","Title","216083","AjaxItem"
"没说，不过hr说马上会出台政策","YearlyBonus","271889","AjaxItem"
"10k","SignBonus","271889","AjaxItem"
"300k","Equity","271889","AjaxItem"
"140000","BaseSalary","271889","AjaxItem"
"software engineer","Title","271889","AjaxItem"
"0","YearlyBonus","271204","AjaxItem"
"27 + 22","SignBonus","271204","AjaxItem"
"90","Equity","271204","AjaxItem"
"120K","BaseSalary","271204","AjaxItem"
"SDE","Title","271204","AjaxItem"
"-","YearlyBonus","271067","AjaxItem"
"-","SignBonus","271067","AjaxItem"
"45000","Equity","271067","AjaxItem"
"125000","BaseSalary","271067","AjaxItem"
"New Grad Software Engineer","Title","271067","AjaxItem"
"11","YearlyBonus","270740","AjaxItem"
"0","SignBonus","270740","AjaxItem"
"800","Equity","270740","AjaxItem"
"115000","BaseSalary","270740","AjaxItem"
"MTS","Title","270740","AjaxItem"
"very wide range; 20% cash","YearlyBonus","225895","AjaxItem"
"0","SignBonus","225895","AjaxItem"
"450k","Equity","225895","AjaxItem"
